Forked 33499
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 33499)
Strategy 0: first ans is 0
Forked 33500
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 33500)
Strategy 1: first ans is 0
Forked 33524
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 33524)
Strategy 2: first ans is 3
Forked 33548
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 33548)
Strategy 3: first ans is 0
Forked 33549
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 33549)
33549: Started!
33549: Number of players: 6, position: 4, number of turns: 1000
33549: Random seed: 1695023711
Strategy 4: first ans is 1
Forked 33550
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 33550)
Strategy 5: first ans is 1
33549: 2.520833e+00 1.562500e+00 1.437500e+00 3.125000e-01 1.666667e-01 0.000000e+00
33549: 2.510204e+00 1.551020e+00 1.448980e+00 3.265306e-01 1.632653e-01 0.000000e+00
33549: 2.520000e+00 1.580000e+00 1.420000e+00 3.200000e-01 1.600000e-01 0.000000e+00
33549: 2.549020e+00 1.549020e+00 1.431373e+00 3.137255e-01 1.568627e-01 0.000000e+00
33549: 2.538462e+00 1.557692e+00 1.442308e+00 3.076923e-01 1.538462e-01 0.000000e+00
33549: 2.509434e+00 1.547170e+00 1.433962e+00 3.396226e-01 1.698113e-01 0.000000e+00
33549: 2.500000e+00 1.537037e+00 1.425926e+00 3.518519e-01 1.851852e-01 0.000000e+00
33549: 2.490909e+00 1.545455e+00 1.418182e+00 3.636364e-01 1.818182e-01 0.000000e+00
33549: 2.464286e+00 1.535714e+00 1.446429e+00 3.750000e-01 1.785714e-01 0.000000e+00
33549: 2.473684e+00 1.561404e+00 1.421053e+00 3.684211e-01 1.754386e-01 0.000000e+00
33549: 2.448276e+00 1.568966e+00 1.448276e+00 3.620690e-01 1.724138e-01 0.000000e+00
33549: 2.457627e+00 1.576271e+00 1.440678e+00 3.559322e-01 1.694915e-01 0.000000e+00
33549: 2.450000e+00 1.566667e+00 1.466667e+00 3.500000e-01 1.666667e-01 0.000000e+00
33549: 2.426230e+00 1.590164e+00 1.459016e+00 3.606557e-01 1.639344e-01 0.000000e+00
33549: 2.435484e+00 1.596774e+00 1.451613e+00 3.548387e-01 1.612903e-01 0.000000e+00
33549: 2.412698e+00 1.571429e+00 1.476190e+00 3.809524e-01 1.587302e-01 0.000000e+00
33549: 2.421875e+00 1.562500e+00 1.484375e+00 3.750000e-01 1.562500e-01 0.000000e+00
33549: 2.415385e+00 1.584615e+00 1.476923e+00 3.692308e-01 1.538462e-01 0.000000e+00
33549: 2.409091e+00 1.560606e+00 1.500000e+00 3.636364e-01 1.666667e-01 0.000000e+00
33549: 2.402985e+00 1.567164e+00 1.492537e+00 3.731343e-01 1.641791e-01 0.000000e+00
33549: 2.411765e+00 1.558824e+00 1.500000e+00 3.676471e-01 1.617647e-01 0.000000e+00
33549: 2.391304e+00 1.579710e+00 1.507246e+00 3.623188e-01 1.594203e-01 0.000000e+00
33549: 2.385714e+00 1.571429e+00 1.514286e+00 3.571429e-01 1.714286e-01 0.000000e+00
33549: 2.380282e+00 1.577465e+00 1.521127e+00 3.521127e-01 1.690141e-01 0.000000e+00
33549: 2.361111e+00 1.569444e+00 1.541667e+00 3.611111e-01 1.666667e-01 0.000000e+00
33549: 2.356164e+00 1.575342e+00 1.520548e+00 3.835616e-01 1.643836e-01 0.000000e+00
33549: 2.337838e+00 1.554054e+00 1.540541e+00 3.918919e-01 1.756757e-01 0.000000e+00
33549: 2.333333e+00 1.573333e+00 1.533333e+00 3.866667e-01 1.733333e-01 0.000000e+00
33549: 2.328947e+00 1.565789e+00 1.552632e+00 3.815789e-01 1.710526e-01 0.000000e+00
33549: 2.324675e+00 1.584416e+00 1.532468e+00 3.766234e-01 1.818182e-01 0.000000e+00
33549: 2.333333e+00 1.564103e+00 1.551282e+00 3.717949e-01 1.794872e-01 0.000000e+00
33549: 2.316456e+00 1.569620e+00 1.556962e+00 3.670886e-01 1.898734e-01 0.000000e+00
33549: 2.325000e+00 1.562500e+00 1.550000e+00 3.750000e-01 1.875000e-01 0.000000e+00
33549: 2.333333e+00 1.567901e+00 1.543210e+00 3.703704e-01 1.851852e-01 0.000000e+00
33549: 2.317073e+00 1.560976e+00 1.548780e+00 3.780488e-01 1.951220e-01 0.000000e+00
33549: 2.313253e+00 1.566265e+00 1.554217e+00 3.734940e-01 1.927711e-01 0.000000e+00
33549: 2.297619e+00 1.559524e+00 1.559524e+00 3.809524e-01 2.023810e-01 0.000000e+00
33549: 2.305882e+00 1.552941e+00 1.552941e+00 3.882353e-01 2.000000e-01 0.000000e+00
33549: 2.290698e+00 1.558140e+00 1.569767e+00 3.837209e-01 1.976744e-01 0.000000e+00
33549: 2.298851e+00 1.563218e+00 1.551724e+00 3.793103e-01 2.068966e-01 0.000000e+00
33549: 2.284091e+00 1.579545e+00 1.545455e+00 3.750000e-01 2.159091e-01 0.000000e+00
33549: 2.292135e+00 1.573034e+00 1.539326e+00 3.707865e-01 2.247191e-01 0.000000e+00
33549: 2.277778e+00 1.577778e+00 1.544444e+00 3.666667e-01 2.333333e-01 0.000000e+00
33549: 2.285714e+00 1.582418e+00 1.538462e+00 3.626374e-01 2.307692e-01 0.000000e+00
33549: 2.282609e+00 1.565217e+00 1.565217e+00 3.586957e-01 2.282609e-01 0.000000e+00
33549: 2.268817e+00 1.580645e+00 1.569892e+00 3.548387e-01 2.258065e-01 0.000000e+00
33549: 2.276596e+00 1.563830e+00 1.585106e+00 3.510638e-01 2.234043e-01 0.000000e+00
33549: 2.263158e+00 1.578947e+00 1.589474e+00 3.473684e-01 2.210526e-01 0.000000e+00
33549: 2.260417e+00 1.562500e+00 1.604167e+00 3.541667e-01 2.187500e-01 0.000000e+00
33549: 2.247423e+00 1.587629e+00 1.597938e+00 3.505155e-01 2.164948e-01 0.000000e+00
33549: 2.255102e+00 1.581633e+00 1.581633e+00 3.571429e-01 2.244898e-01 0.000000e+00
33549: 2.252525e+00 1.575758e+00 1.585859e+00 3.636364e-01 2.222222e-01 0.000000e+00
33549: 2.240000e+00 1.600000e+00 1.570000e+00 3.700000e-01 2.200000e-01 0.000000e+00
33549: 2.247525e+00 1.594059e+00 1.564356e+00 3.762376e-01 2.178218e-01 0.000000e+00
33549: 2.245098e+00 1.598039e+00 1.558824e+00 3.823529e-01 2.156863e-01 0.000000e+00
33549: 2.242718e+00 1.582524e+00 1.582524e+00 3.786408e-01 2.135922e-01 0.000000e+00
33549: 2.230769e+00 1.586538e+00 1.567308e+00 3.846154e-01 2.307692e-01 0.000000e+00
33549: 2.228571e+00 1.590476e+00 1.561905e+00 3.904762e-01 2.285714e-01 0.000000e+00
33549: 2.216981e+00 1.575472e+00 1.584906e+00 3.962264e-01 2.264151e-01 0.000000e+00
33549: 2.224299e+00 1.570093e+00 1.579439e+00 4.018692e-01 2.242991e-01 0.000000e+00
33549: 2.212963e+00 1.564815e+00 1.574074e+00 4.259259e-01 2.222222e-01 0.000000e+00
33549: 2.211009e+00 1.559633e+00 1.587156e+00 4.220183e-01 2.201835e-01 0.000000e+00
33549: 2.200000e+00 1.572727e+00 1.590909e+00 4.181818e-01 2.181818e-01 0.000000e+00
33549: 2.198198e+00 1.558559e+00 1.594595e+00 4.324324e-01 2.162162e-01 0.000000e+00
33549: 2.187500e+00 1.580357e+00 1.589286e+00 4.285714e-01 2.142857e-01 0.000000e+00
33549: 2.185841e+00 1.575221e+00 1.592920e+00 4.336283e-01 2.123894e-01 0.000000e+00
33549: 2.175439e+00 1.578947e+00 1.587719e+00 4.473684e-01 2.105263e-01 0.000000e+00
33549: 2.182609e+00 1.573913e+00 1.582609e+00 4.521739e-01 2.086957e-01 0.000000e+00
33549: 2.172414e+00 1.586207e+00 1.577586e+00 4.568966e-01 2.068966e-01 0.000000e+00
33549: 2.179487e+00 1.572650e+00 1.581197e+00 4.615385e-01 2.051282e-01 0.000000e+00
33549: 2.169492e+00 1.584746e+00 1.576271e+00 4.661017e-01 2.033898e-01 0.000000e+00
33549: 2.168067e+00 1.579832e+00 1.571429e+00 4.789916e-01 2.016807e-01 0.000000e+00
33549: 2.166667e+00 1.575000e+00 1.566667e+00 4.833333e-01 2.083333e-01 0.000000e+00
33549: 2.165289e+00 1.578512e+00 1.570248e+00 4.793388e-01 2.066116e-01 0.000000e+00
33549: 2.163934e+00 1.573770e+00 1.565574e+00 4.918033e-01 2.049180e-01 0.000000e+00
33549: 2.154472e+00 1.577236e+00 1.569106e+00 4.959350e-01 2.032520e-01 0.000000e+00
33549: 2.161290e+00 1.564516e+00 1.572581e+00 4.919355e-01 2.016129e-01 8.064516e-03
33549: 2.152000e+00 1.576000e+00 1.576000e+00 4.880000e-01 2.000000e-01 8.000000e-03
33549: 2.158730e+00 1.571429e+00 1.563492e+00 4.920635e-01 1.984127e-01 1.587302e-02
33549: 2.149606e+00 1.566929e+00 1.574803e+00 4.960630e-01 1.968504e-01 1.574803e-02
33549: 2.156250e+00 1.562500e+00 1.570312e+00 4.921875e-01 1.953125e-01 2.343750e-02
33549: 2.155039e+00 1.581395e+00 1.558140e+00 4.883721e-01 1.937984e-01 2.325581e-02
33549: 2.153846e+00 1.569231e+00 1.569231e+00 4.846154e-01 2.000000e-01 2.307692e-02
33549: 2.152672e+00 1.580153e+00 1.564885e+00 4.809160e-01 1.984733e-01 2.290076e-02
33549: 2.143939e+00 1.590909e+00 1.568182e+00 4.772727e-01 1.969697e-01 2.272727e-02
33549: 2.150376e+00 1.586466e+00 1.563910e+00 4.812030e-01 1.954887e-01 2.255639e-02
33549: 2.141791e+00 1.582090e+00 1.574627e+00 4.850746e-01 1.940299e-01 2.238806e-02
33549: 2.140741e+00 1.585185e+00 1.570370e+00 4.888889e-01 1.925926e-01 2.222222e-02
33549: 2.132353e+00 1.580882e+00 1.566176e+00 5.073529e-01 1.911765e-01 2.205882e-02
33549: 2.138686e+00 1.576642e+00 1.569343e+00 5.036496e-01 1.897810e-01 2.189781e-02
33549: 2.130435e+00 1.579710e+00 1.579710e+00 5.000000e-01 1.884058e-01 2.173913e-02
33549: 2.136691e+00 1.575540e+00 1.568345e+00 5.107914e-01 1.870504e-01 2.158273e-02
33549: 2.128571e+00 1.578571e+00 1.578571e+00 5.071429e-01 1.857143e-01 2.142857e-02
33549: 2.127660e+00 1.588652e+00 1.567376e+00 5.106383e-01 1.843972e-01 2.127660e-02
33549: 2.126761e+00 1.584507e+00 1.577465e+00 5.070423e-01 1.830986e-01 2.112676e-02
33549: 2.118881e+00 1.594406e+00 1.566434e+00 5.174825e-01 1.818182e-01 2.097902e-02
33549: 2.125000e+00 1.590278e+00 1.569444e+00 5.138889e-01 1.805556e-01 2.083333e-02
33549: 2.124138e+00 1.600000e+00 1.565517e+00 5.103448e-01 1.793103e-01 2.068966e-02
33549: 2.116438e+00 1.595890e+00 1.568493e+00 5.136986e-01 1.849315e-01 2.054795e-02
33549: 2.115646e+00 1.591837e+00 1.571429e+00 5.170068e-01 1.836735e-01 2.040816e-02
33549: 2.108108e+00 1.594595e+00 1.567568e+00 5.270270e-01 1.824324e-01 2.027027e-02
33549: 2.107383e+00 1.597315e+00 1.563758e+00 5.234899e-01 1.879195e-01 2.013423e-02
33549: 2.106667e+00 1.586667e+00 1.580000e+00 5.200000e-01 1.866667e-01 2.000000e-02
33549: 2.099338e+00 1.589404e+00 1.576159e+00 5.231788e-01 1.920530e-01 1.986755e-02
33549: 2.098684e+00 1.585526e+00 1.578947e+00 5.263158e-01 1.907895e-01 1.973684e-02
33549: 2.091503e+00 1.594771e+00 1.575163e+00 5.294118e-01 1.895425e-01 1.960784e-02
33549: 2.090909e+00 1.590909e+00 1.577922e+00 5.324675e-01 1.883117e-01 1.948052e-02
33549: 2.083871e+00 1.593548e+00 1.574194e+00 5.419355e-01 1.870968e-01 1.935484e-02
33549: 2.083333e+00 1.596154e+00 1.570513e+00 5.448718e-01 1.858974e-01 1.923077e-02
33549: 2.076433e+00 1.598726e+00 1.573248e+00 5.477707e-01 1.847134e-01 1.910828e-02
33549: 2.082278e+00 1.594937e+00 1.563291e+00 5.569620e-01 1.835443e-01 1.898734e-02
33549: 2.075472e+00 1.603774e+00 1.566038e+00 5.534591e-01 1.823899e-01 1.886792e-02
33549: 2.075000e+00 1.593750e+00 1.581250e+00 5.500000e-01 1.812500e-01 1.875000e-02
33549: 2.074534e+00 1.602484e+00 1.571429e+00 5.527950e-01 1.801242e-01 1.863354e-02
33549: 2.067901e+00 1.598765e+00 1.567901e+00 5.679012e-01 1.790123e-01 1.851852e-02
33549: 2.067485e+00 1.601227e+00 1.570552e+00 5.644172e-01 1.779141e-01 1.840491e-02
33549: 2.060976e+00 1.597561e+00 1.573171e+00 5.731707e-01 1.768293e-01 1.829268e-02
33549: 2.072727e+00 1.587879e+00 1.569697e+00 5.757576e-01 1.757576e-01 1.818182e-02
33549: 2.072289e+00 1.590361e+00 1.572289e+00 5.722892e-01 1.746988e-01 1.807229e-02
33549: 2.065868e+00 1.580838e+00 1.574850e+00 5.808383e-01 1.796407e-01 1.796407e-02
33549: 2.071429e+00 1.571429e+00 1.571429e+00 5.892857e-01 1.785714e-01 1.785714e-02
33549: 2.065089e+00 1.579882e+00 1.562130e+00 5.917160e-01 1.834320e-01 1.775148e-02
33549: 2.064706e+00 1.582353e+00 1.564706e+00 5.882353e-01 1.823529e-01 1.764706e-02
33549: 2.064327e+00 1.584795e+00 1.561404e+00 5.906433e-01 1.812865e-01 1.754386e-02
33549: 2.063953e+00 1.581395e+00 1.563953e+00 5.872093e-01 1.860465e-01 1.744186e-02
33549: 2.063584e+00 1.583815e+00 1.560694e+00 5.895954e-01 1.849711e-01 1.734104e-02
33549: 2.057471e+00 1.586207e+00 1.563218e+00 5.919540e-01 1.839080e-01 1.724138e-02
33549: 2.062857e+00 1.577143e+00 1.571429e+00 5.885714e-01 1.828571e-01 1.714286e-02
33549: 2.056818e+00 1.573864e+00 1.568182e+00 5.965909e-01 1.875000e-01 1.704545e-02
33549: 2.062147e+00 1.576271e+00 1.564972e+00 5.932203e-01 1.864407e-01 1.694915e-02
33549: 2.056180e+00 1.578652e+00 1.573034e+00 5.898876e-01 1.853933e-01 1.685393e-02
33549: 2.050279e+00 1.581006e+00 1.569832e+00 5.921788e-01 1.899441e-01 1.675978e-02
33549: 2.050000e+00 1.583333e+00 1.572222e+00 5.888889e-01 1.888889e-01 1.666667e-02
33549: 2.049724e+00 1.580110e+00 1.569061e+00 5.966851e-01 1.878453e-01 1.657459e-02
33549: 2.049451e+00 1.587912e+00 1.565934e+00 5.934066e-01 1.868132e-01 1.648352e-02
33549: 2.043716e+00 1.584699e+00 1.579235e+00 5.901639e-01 1.857923e-01 1.639344e-02
33549: 2.043478e+00 1.586957e+00 1.570652e+00 5.923913e-01 1.902174e-01 1.630435e-02
33549: 2.048649e+00 1.583784e+00 1.567568e+00 5.945946e-01 1.891892e-01 1.621622e-02
33549: 2.053763e+00 1.586022e+00 1.564516e+00 5.913978e-01 1.881720e-01 1.612903e-02
33549: 2.053476e+00 1.577540e+00 1.577540e+00 5.882353e-01 1.871658e-01 1.604278e-02
33549: 2.047872e+00 1.574468e+00 1.585106e+00 5.904255e-01 1.861702e-01 1.595745e-02
33549: 2.052910e+00 1.566138e+00 1.587302e+00 5.925926e-01 1.851852e-01 1.587302e-02
33549: 2.047368e+00 1.573684e+00 1.584211e+00 5.947368e-01 1.842105e-01 1.578947e-02
33549: 2.052356e+00 1.570681e+00 1.575916e+00 6.020942e-01 1.832461e-01 1.570681e-02
33549: 2.052083e+00 1.567708e+00 1.578125e+00 6.041667e-01 1.822917e-01 1.562500e-02
33549: 2.051813e+00 1.580311e+00 1.569948e+00 6.010363e-01 1.813472e-01 1.554404e-02
33549: 2.046392e+00 1.582474e+00 1.572165e+00 6.030928e-01 1.804124e-01 1.546392e-02
33549: 2.046154e+00 1.579487e+00 1.574359e+00 6.051282e-01 1.794872e-01 1.538462e-02
33549: 2.040816e+00 1.586735e+00 1.571429e+00 6.071429e-01 1.785714e-01 1.530612e-02
33549: 2.045685e+00 1.588832e+00 1.563452e+00 6.091371e-01 1.776650e-01 1.522843e-02
33549: 2.040404e+00 1.590909e+00 1.565657e+00 6.060606e-01 1.818182e-01 1.515152e-02
33549: 2.045226e+00 1.592965e+00 1.562814e+00 6.030151e-01 1.809045e-01 1.507538e-02
33549: 2.040000e+00 1.590000e+00 1.570000e+00 6.050000e-01 1.800000e-01 1.500000e-02
33549: 2.034826e+00 1.592040e+00 1.572139e+00 6.069652e-01 1.791045e-01 1.492537e-02
33549: 2.034653e+00 1.599010e+00 1.564356e+00 6.089109e-01 1.782178e-01 1.485149e-02
33549: 2.029557e+00 1.600985e+00 1.566502e+00 6.059113e-01 1.822660e-01 1.477833e-02
33549: 2.029412e+00 1.598039e+00 1.573529e+00 6.029412e-01 1.813725e-01 1.470588e-02
33549: 2.029268e+00 1.600000e+00 1.565854e+00 6.097561e-01 1.804878e-01 1.463415e-02
33549: 2.024272e+00 1.597087e+00 1.567961e+00 6.165049e-01 1.796117e-01 1.456311e-02
33549: 2.024155e+00 1.594203e+00 1.570048e+00 6.135266e-01 1.787440e-01 1.932367e-02
33549: 2.019231e+00 1.600962e+00 1.562500e+00 6.201923e-01 1.778846e-01 1.923077e-02
33549: 2.014354e+00 1.602871e+00 1.564593e+00 6.220096e-01 1.770335e-01 1.913876e-02
33549: 2.019048e+00 1.600000e+00 1.566667e+00 6.190476e-01 1.761905e-01 1.904762e-02
33549: 2.018957e+00 1.597156e+00 1.573460e+00 6.161137e-01 1.753555e-01 1.895735e-02
33549: 2.014151e+00 1.594340e+00 1.570755e+00 6.226415e-01 1.792453e-01 1.886792e-02
33549: 2.014085e+00 1.600939e+00 1.563380e+00 6.244131e-01 1.784038e-01 1.877934e-02
33549: 2.009346e+00 1.598131e+00 1.574766e+00 6.214953e-01 1.775701e-01 1.869159e-02
33549: 2.004651e+00 1.595349e+00 1.576744e+00 6.232558e-01 1.767442e-01 2.325581e-02
33549: 2.004630e+00 1.597222e+00 1.574074e+00 6.250000e-01 1.759259e-01 2.314815e-02
33549: 2.000000e+00 1.594470e+00 1.576037e+00 6.313364e-01 1.751152e-01 2.304147e-02
33549: 1.995413e+00 1.591743e+00 1.582569e+00 6.330275e-01 1.743119e-01 2.293578e-02
33549: 2.000000e+00 1.589041e+00 1.575342e+00 6.347032e-01 1.780822e-01 2.283105e-02
33549: 1.995455e+00 1.595455e+00 1.568182e+00 6.409091e-01 1.772727e-01 2.272727e-02
33549: 2.000000e+00 1.597285e+00 1.565611e+00 6.380090e-01 1.764706e-01 2.262443e-02
33549: 2.000000e+00 1.599099e+00 1.567568e+00 6.351351e-01 1.756757e-01 2.252252e-02
33549: 1.995516e+00 1.596413e+00 1.573991e+00 6.367713e-01 1.748879e-01 2.242152e-02
33549: 2.004464e+00 1.593750e+00 1.566964e+00 6.383929e-01 1.741071e-01 2.232143e-02
33549: 2.000000e+00 1.600000e+00 1.564444e+00 6.400000e-01 1.733333e-01 2.222222e-02
33549: 2.000000e+00 1.592920e+00 1.566372e+00 6.415929e-01 1.769912e-01 2.212389e-02
33549: 1.995595e+00 1.599119e+00 1.568282e+00 6.387665e-01 1.762115e-01 2.202643e-02
33549: 1.995614e+00 1.592105e+00 1.574561e+00 6.359649e-01 1.798246e-01 2.192982e-02
33549: 1.991266e+00 1.593886e+00 1.572052e+00 6.419214e-01 1.790393e-01 2.183406e-02
33549: 1.991304e+00 1.591304e+00 1.569565e+00 6.478261e-01 1.782609e-01 2.173913e-02
33549: 1.987013e+00 1.593074e+00 1.571429e+00 6.493506e-01 1.774892e-01 2.164502e-02
33549: 1.987069e+00 1.599138e+00 1.564655e+00 6.508621e-01 1.767241e-01 2.155172e-02
33549: 1.982833e+00 1.596567e+00 1.570815e+00 6.523605e-01 1.759657e-01 2.145923e-02
33549: 1.987179e+00 1.594017e+00 1.568376e+00 6.538462e-01 1.752137e-01 2.136752e-02
33549: 1.982979e+00 1.600000e+00 1.570213e+00 6.510638e-01 1.744681e-01 2.127660e-02
33549: 1.983051e+00 1.593220e+00 1.567797e+00 6.610169e-01 1.737288e-01 2.118644e-02
33549: 1.978903e+00 1.594937e+00 1.569620e+00 6.582278e-01 1.772152e-01 2.109705e-02
33549: 1.978992e+00 1.596639e+00 1.571429e+00 6.554622e-01 1.764706e-01 2.100840e-02
33549: 1.979079e+00 1.598326e+00 1.564854e+00 6.610879e-01 1.757322e-01 2.092050e-02
33549: 1.979167e+00 1.591667e+00 1.575000e+00 6.583333e-01 1.750000e-01 2.083333e-02
33549: 1.979253e+00 1.593361e+00 1.572614e+00 6.597510e-01 1.742739e-01 2.074689e-02
33549: 1.975207e+00 1.590909e+00 1.574380e+00 6.611570e-01 1.776860e-01 2.066116e-02
33549: 1.979424e+00 1.592593e+00 1.567901e+00 6.625514e-01 1.769547e-01 2.057613e-02
33549: 1.983607e+00 1.590164e+00 1.569672e+00 6.598361e-01 1.762295e-01 2.049180e-02
33549: 1.979592e+00 1.595918e+00 1.571429e+00 6.571429e-01 1.755102e-01 2.040816e-02
33549: 1.983740e+00 1.593496e+00 1.565041e+00 6.626016e-01 1.747967e-01 2.032520e-02
33549: 1.979757e+00 1.591093e+00 1.570850e+00 6.639676e-01 1.740891e-01 2.024291e-02
33549: 1.983871e+00 1.588710e+00 1.568548e+00 6.653226e-01 1.733871e-01 2.016129e-02
33549: 1.983936e+00 1.586345e+00 1.570281e+00 6.626506e-01 1.767068e-01 2.008032e-02
33549: 1.980000e+00 1.588000e+00 1.568000e+00 6.680000e-01 1.760000e-01 2.000000e-02
33549: 1.980080e+00 1.585657e+00 1.569721e+00 6.693227e-01 1.752988e-01 1.992032e-02
33549: 1.976190e+00 1.591270e+00 1.571429e+00 6.666667e-01 1.746032e-01 1.984127e-02
33549: 1.984190e+00 1.588933e+00 1.565217e+00 6.679842e-01 1.739130e-01 1.976285e-02
